branch_label,branch_rank,branch_member_role,role_reason,branch_core_score,semantic_similarity_to_branch,semantic_local_score,recency_score,trunk_connection_score,assignment_confidence,branch_to_trunk_score,parent_trunk_subtopic_id,metadata_quality,has_direct_topic_signal,is_methodological_or_background,has_bibliographic_warning,reference_novelty,novelty_supported,node_id,year,title,journal,source_title,branch_top_terms,sap_rank,baseline_ToS,in_current_graph,citations_received,log_citations_received,citation_size_score,compressed_size_score,size,publication_year,years_since_publication,citation_velocity,log_citation_velocity,citation_velocity_score,color,color_r,color_g,color_b,branch_order,role_order
branch_1,7,core,direct topical signal and strong branch fit,0.8449586242262657,0.4727296517176004,1.0,1.0,0.2247931211313279,moderate,0.105644,trunk_subtopic_1,title_only,True,False,False,,False,"SHAHMOHAMMADI B, 2022, JOURNAL OF MANAGEMENT AND ENTREPRENEURSHIP RESEARCH",2022,ENTREPRENEURIAL MARKETING AND ORGANIZATIONAL ENTREPRENEURSHIP PERFORMANCE OF SMALL AND MEDIUM ENTERPRISES: A SYSTEMATIC REVIEW,JOURNAL OF MANAGEMENT AND ENTREPRENEURSHIP RESEARCH,JOURNAL OF MANAGEMENT AND ENTREPRENEURSHIP RESEARCH,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,2.0,1.0986122886681098,0.5,0.7071067811865476,19.435028842544405,2022,5,0.4,0.33647223662121295,0.20906195512216758,#A98F78,169,143,120,1,1
branch_1,3,core,direct topical signal and strong branch fit,0.8320036607436566,0.4712096945465998,0.9967847221652418,1.0,0.1680564983051785,weak,0.07898,trunk_subtopic_2,title_only,True,False,False,,False,"ALAREENI B, 2025, J STRATEG MARK",2025,MARKETING AND ENTREPRENEURSHIP: CHALLENGES AND OPPORTUNITIES,JOURNAL OF STRATEGIC MARKETING,J STRATEG MARK,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,2.0,1.0986122886681098,0.5,0.7071067811865476,19.435028842544405,2025,2,1.0,0.6931471805599453,0.43067655807339306,#8D6E57,141,110,87,1,1
branch_1,2,core,direct topical signal and strong branch fit,0.8316776425944941,0.3135877129324199,0.6633552851889883,1.0,1.0,strong,0.469961,trunk_subtopic_3,complete,True,False,False,0.954935,True,"CHEN YH, 2024, SUSTAINABILITY-BASEL",2024,THE INNOVATIVE ENTREPRENEURIAL MARKETING JOURNEY AND SUSTAINABLE DEVELOPMENT OF SOUTHEAST ASIAN IMMIGRANTS,SUSTAINABILITY,SUSTAINABILITY-BASEL,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,180151157,leaf,True,0.0,0.0,0.0,0.0,6.0,2024,3,0.0,0.0,0.0,#C4AE97,196,174,151,1,1
branch_1,1,core,direct topical signal and strong branch fit,0.8028486179291947,0.4547140176060681,0.9618901965508724,1.0,0.1095175982687925,weak,0.051469,trunk_subtopic_2,title_only,True,False,False,,False,"CRICK JM, 2025, INT J ENTREP BEHAV R",2025,COOPETITION AND THE MARKETING/ENTREPRENEURSHIP INTERFACE IN AN INTERNATIONAL ARENA,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH,INT J ENTREP BEHAV R,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,8.0,2.1972245773362196,1.0,1.0,25.0,2025,2,4.0,1.6094379124341003,1.0,#441A03,68,26,3,1,1
branch_1,4,core,direct topical signal and strong branch fit,0.7864039667392255,0.2721834954965049,0.5757698813847668,1.0,0.9925951302342108,strong,0.466481,trunk_subtopic_3,complete,True,False,False,0.966067,True,"CHOU WC, 2023, NTU MANAG REV",2023,HOW ENTREPRENEURIAL MARKETING FACILITATES DIRECT SELLERS' ENTREPRENEURIAL PROCESS: A DYNAMIC ADJUSTMENT PERSPECTIVE,NTU MANAGEMENT REVIEW,NTU MANAG REV,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,760388225,leaf,True,0.0,0.0,0.0,0.0,6.0,2023,4,0.0,0.0,0.0,#C4AE97,196,174,151,1,1
branch_1,6,core,direct topical signal and strong branch fit,0.7796669262859849,0.4184176575153506,0.8851098212161763,1.0,0.1855600783894833,moderate,0.087206,trunk_subtopic_3,title_only,True,False,False,,False,"AL-SHAIKH ME, 2023, WORLD DEVELOPMENT SUSTAINABILITY",2023,A CONCEPTUAL REVIEW ON ENTREPRENEURIAL MARKETING AND BUSINESS SUSTAINABILITY IN SMALL AND MEDIUM ENTERPRISES,WORLD DEVELOPMENT SUSTAINABILITY,WORLD DEVELOPMENT SUSTAINABILITY,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,,True,5.0,1.791759469228055,0.8154648767857287,0.9030309389969585,23.157587840942213,2023,4,1.25,0.8109302162163288,0.5038592728251845,#84634C,132,99,76,1,1
branch_1,9,peripheral,related to branch but weaker as a defining paper,0.6701189948435978,0.3310381884102205,0.7002695667755073,1.0,0.099921057279221,weak,0.046959,trunk_subtopic_3,title_only,False,False,False,,False,"BUCCIERI D, 2022, IND MARKET MANAG",2022,EXAMINING THE FORMATION OF ENTREPRENEURIAL RESOURCES IN EMERGING MARKET INTERNATIONAL NEW VENTURES,INDUSTRIAL MARKETING MANAGEMENT,IND MARKET MANAG,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,3.0,1.3862943611198906,0.6309297535714574,0.7943108670863426,21.09190647464051,2022,5,0.6,0.4700036292457356,0.29202967422017917,#9F836C,159,131,108,1,2
branch_1,5,peripheral,related to branch but weaker as a defining paper,0.6444254796410722,0.3163727969203717,0.6692467793608318,1.0,0.0490104498032815,weak,0.023033,trunk_subtopic_2,title_only,False,False,False,,False,"MAYUTO R, 2023, FRONT PSYCHOL",2023,ANTECEDENTS OF IMMIGRANTS’ ENTREPRENEURIAL INTENTION FORMATION PROCESS: AN EMPIRICAL STUDY OF IMMIGRANT ENTREPRENEURS IN CANADA,FRONTIERS IN PSYCHOLOGY,FRONT PSYCHOL,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,2.0,1.0986122886681098,0.5,0.7071067811865476,19.435028842544405,2023,4,0.5,0.4054651081081644,0.25192963641259225,#A48972,164,137,114,1,2
branch_1,14,peripheral,related to branch but weaker as a defining paper,0.3879709397955901,0.359507159397303,0.7604920869488121,0.0,0.0386244816059204,weak,0.018152,trunk_subtopic_2,title_only,False,False,False,,False,"ARLI D, 2018, IND MARKET MANAG",2018,"RELATIONAL SELLING: PAST, PRESENT AND FUTURE",INDUSTRIAL MARKETING MANAGEMENT,IND MARKET MANAG,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,2.0,1.0986122886681098,0.5,0.7071067811865476,19.435028842544405,2018,9,0.2222222222222222,0.20067069546215116,0.12468371343300749,#B49C85,180,156,133,1,2
branch_1,12,peripheral,related to branch but weaker as a defining paper,0.3087243104316972,0.2862733983907858,0.6055752952044567,0.0,0.0296833141473441,weak,0.01395,trunk_subtopic_3,title_only,False,False,False,,False,"SCHWEIGER SA, 2019, STRATEGIC MANAGE J",2019,THE COMPLEMENTARITY OF STRATEGIC ORIENTATIONS: A META‐ANALYTIC SYNTHESIS AND THEORY EXTENSION,STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,marketing; entrepreneurship; challenges; entrepreneurial; international; selling; opportunities; academics; past; present; relational; formation,0,branch_1,True,2.0,1.0986122886681098,0.5,0.7071067811865476,19.435028842544405,2019,8,0.25,0.22314355131420976,0.13864688385321391,#B29982,178,153,130,1,2
